Date,Time,DateTime,Energy_level,Mood,Weather_Condition,Current_Activity,Location,Procrastination_Score,Num_Productive_tasks,Notes
19 August 2025 9:00:00 PM,9:00:00 PM,19-08-2025 21:00,4,Happy,Cloudy,Anime,Bedroom,1,0,
19 August 2025 10:00:00 PM,10:00:00 PM,19-08-2025 22:00,8,Happy,Cloudy,Anime,Bedroom,1,0,
19 August 2025 11:00:00 PM,11:00:00 PM,19-08-2025 23:00,8,Happy,Cloudy,TV,Bedroom,1,0,
20 August 2025 9:00:00 AM,9:00:00 AM,20-08-2025 09:00,7,Tired,Gloomy,Sleep,Bedroom,1,0,
20 August 2025 10:00:00 AM,10:00:00 AM,20-08-2025 10:00,6,Tired,Gloomy,"Work, Chilling",Bedroom,5,1,
20 August 2025 11:00:00 AM,11:00:00 AM,20-08-2025 11:00,8,Focused,Gloomy,Work,Office Space,5,1,
20 August 2025 12:00:00 PM,12:00:00 PM,20-08-2025 12:00,6,Tired,Gloomy,Lunch,Dining Room,1,0,
20 August 2025 1:00:00 PM,1:00:00 PM,20-08-2025 13:00,8,Focused,Gloomy,Work,Office Space,1,1,
20 August 2025 2:00:00 PM,2:00:00 PM,20-08-2025 14:00,8,Focused,Gloomy,Work,Office Space,1,1,
20 August 2025 3:00:00 PM,3:00:00 PM,20-08-2025 15:00,7,Focused,Gloomy,Work,Office Space,1,1,
20 August 2025 4:00:00 PM,4:00:00 PM,20-08-2025 16:00,7,Focused,Cloudy,Work,Office Space,1,1,
20 August 2025 5:00:00 PM,5:00:00 PM,20-08-2025 17:00,8,Hangry,Sunny,Work,Office Space,1,1,
20 August 2025 6:00:00 PM,6:00:00 PM,20-08-2025 18:00,8,Upset,Sunny,Food,Kitchen,1,1,
20 August 2025 7:00:00 PM,7:00:00 PM,20-08-2025 19:00,4,Numb,Sunny,Netflix,Bedroom,1,1,
20 August 2025 8:00:00 PM,8:00:00 PM,20-08-2025 20:00,4,Numb,Clear Skies,Chilling,Car,1,0,
20 August 2025 9:00:00 PM,9:00:00 PM,20-08-2025 21:00,4,Upset,Clear Skies,Chilling,Car,1,0,
20 August 2025 10:00:00 PM,10:00:00 PM,20-08-2025 22:00,4,Angry,Clear Skies,Prayer,Mosque,1,0,
20 August 2025 11:00:00 PM,11:00:00 PM,20-08-2025 23:00,4,Numb,Clear Skies,Gaming,Gaming Room,1,0,
21 August 2025 9:00:00 AM,9:00:00 AM,21-08-2025 09:00,4,Tired,Cloudy,Sleep,Bedroom,1,0,
21 August 2025 10:00:00 AM,10:00:00 AM,21-08-2025 10:00,6,Tired,Cloudy,Exercise,Bedroom,1,1,
21 August 2025 11:00:00 AM,11:00:00 AM,21-08-2025 11:00,6,Loved,Cloudy,"Work, Gaming",Office Space,5,2,
21 August 2025 12:00:00 PM,12:00:00 PM,21-08-2025 12:00,7,Energised,Cloudy,Lunch,Dining Room,1,0,
21 August 2025 1:00:00 PM,1:00:00 PM,21-08-2025 13:00,4,Tired,Cloudy,Chilling,Dining Room,8,1,
21 August 2025 2:00:00 PM,2:00:00 PM,21-08-2025 14:00,6,Tired,Cloudy,Gaming,Gaming Room,10,0,
21 August 2025 3:00:00 PM,3:00:00 PM,21-08-2025 15:00,6,Tired,Cloudy,Gaming,Gaming Room,10,0,
21 August 2025 4:00:00 PM,4:00:00 PM,21-08-2025 16:00,8,Excited,Cloudy,Planning,Office Space,5,1,
21 August 2025 5:00:00 PM,5:00:00 PM,21-08-2025 17:00,7,Excited,Cloudy,Chilling,In-Laws,1,0,
21 August 2025 6:00:00 PM,6:00:00 PM,21-08-2025 18:00,7,Happy,Cloudy,Chilling,In-Laws,1,0,
21 August 2025 7:00:00 PM,7:00:00 PM,21-08-2025 19:00,7,Happy,Clear Skies,Chilling,In-Laws,1,0,
21 August 2025 8:00:00 PM,8:00:00 PM,21-08-2025 20:00,7,Happy,Clear Skies,Chilling,In-Laws,1,0,
21 August 2025 9:00:00 PM,9:00:00 PM,21-08-2025 21:00,7,Happy,Clear Skies,Chilling,In-Laws,1,0,
21 August 2025 10:00:00 PM,10:00:00 PM,21-08-2025 22:00,6,Happy,Clear Skies,Chilling,In-Laws,1,0,
21 August 2025 11:00:00 PM,11:00:00 PM,21-08-2025 23:00,6,Happy,Clear Skies,Chilling,Bedroom,1,0,
22 August 2025 9:00:00 AM,9:00:00 AM,22-08-2025 09:00,4,Happy,Cloudy,Sleep,Bedroom,1,0,
22 August 2025 10:00:00 AM,10:00:00 AM,22-08-2025 10:00,8,Happy,Cloudy,Work,Office Space,5,2,
22 August 2025 11:00:00 AM,11:00:00 AM,22-08-2025 11:00,6,Happy,Cloudy,Work,Office Space,1,1,
22 August 2025 12:00:00 PM,12:00:00 PM,22-08-2025 12:00,7,Happy,Cloudy,Lunch,Dining Room,1,0,
22 August 2025 1:00:00 PM,1:00:00 PM,22-08-2025 13:00,8,Happy,Sunny,Shower,Bathroom,4,1,
22 August 2025 2:00:00 PM,2:00:00 PM,22-08-2025 14:00,7,Happy,Sunny,Prayer,Mosque,4,1,
22 August 2025 3:00:00 PM,3:00:00 PM,22-08-2025 15:00,7,Focused,Sunny,Work,Office Space,1,1,
22 August 2025 4:00:00 PM,4:00:00 PM,22-08-2025 16:00,9,Focused,Sunny,Work,Office Space,1,1,
22 August 2025 5:00:00 PM,5:00:00 PM,22-08-2025 17:00,8,Happy,Sunny,"Work, Gaming",Office Space,5,1,
22 August 2025 6:00:00 PM,6:00:00 PM,22-08-2025 18:00,7,Happy,Sunny,Gaming,Gaming Room,1,0,
22 August 2025 7:00:00 PM,7:00:00 PM,22-08-2025 19:00,8,Happy,Cloudy,Dinner,Dining Room,1,0,
22 August 2025 8:00:00 PM,8:00:00 PM,22-08-2025 20:00,8,Happy,Cloudy,TV,Bedroom,1,0,
22 August 2025 9:00:00 PM,9:00:00 PM,22-08-2025 21:00,6,Happy,Cloudy,TV,Bedroom,1,0,
22 August 2025 10:00:00 PM,10:00:00 PM,22-08-2025 22:00,6,Happy,Cloudy,TV,Bedroom,1,0,
22 August 2025 11:00:00 PM,11:00:00 PM,22-08-2025 23:00,6,Happy,Cloudy,TV,Bedroom,1,0,
23 August 2025 9:00:00 AM,9:00:00 AM,23-08-2025 09:00,,,,,,,,
23 August 2025 10:00:00 AM,10:00:00 AM,23-08-2025 10:00,8,Happy,Cloudy,Sleep,Bedroom,1,0,
23 August 2025 11:00:00 AM,11:00:00 AM,23-08-2025 11:00,8,Happy,Cloudy,Chilling,Bedroom,1,0,
23 August 2025 12:00:00 PM,12:00:00 PM,23-08-2025 12:00,8,Tired,Cloudy,Lunch,Dining Room,1,0,
23 August 2025 1:00:00 PM,1:00:00 PM,23-08-2025 13:00,6,Angry,Cloudy,Chilling,Sitting Room,1,0,
23 August 2025 2:00:00 PM,2:00:00 PM,23-08-2025 14:00,6,Frustrated,Cloudy,Chilling,Bedroom,1,0,
23 August 2025 3:00:00 PM,3:00:00 PM,23-08-2025 15:00,8,Happy,Cloudy,Gaming,Gaming Room,1,0,
23 August 2025 4:00:00 PM,4:00:00 PM,23-08-2025 16:00,8,Happy,Cloudy,Chilling,Dagenham Bowl,1,0,
23 August 2025 5:00:00 PM,5:00:00 PM,23-08-2025 17:00,8,Happy,Cloudy,Chilling,Dagenham Bowl,1,0,
23 August 2025 6:00:00 PM,6:00:00 PM,23-08-2025 18:00,6,Happy,Cloudy,Food,Wingstop,1,0,
23 August 2025 7:00:00 PM,7:00:00 PM,23-08-2025 19:00,6,Happy,Cloudy,TV,Bedroom,1,0,
23 August 2025 8:00:00 PM,8:00:00 PM,23-08-2025 20:00,6,Happy,Cloudy,TV,Bedroom,1,0,
23 August 2025 9:00:00 PM,9:00:00 PM,23-08-2025 21:00,7,Happy,Cloudy,TV,Bedroom,1,0,
23 August 2025 10:00:00 PM,10:00:00 PM,23-08-2025 22:00,7,Happy,Cloudy,TV,Bedroom,1,0,
23 August 2025 11:00:00 PM,11:00:00 PM,23-08-2025 23:00,7,Happy,Cloudy,TV,Bedroom,1,0,
24 August 2025 9:00:00 AM,9:00:00 AM,24-08-2025 09:00,,,,,,,,
24 August 2025 10:00:00 AM,10:00:00 AM,24-08-2025 10:00,,,,,,,,
24 August 2025 11:00:00 AM,11:00:00 AM,24-08-2025 11:00,4,Tired,Sunny,Sleep,Bedroom,1,0,
24 August 2025 12:00:00 PM,12:00:00 PM,24-08-2025 12:00,7,Excited,Sunny,Chilling,Bedroom,1,0,
24 August 2025 1:00:00 PM,1:00:00 PM,24-08-2025 13:00,4,Tired,Sunny,Lunch,Dining Room,1,0,
24 August 2025 2:00:00 PM,2:00:00 PM,24-08-2025 14:00,5,Tired,Sunny,Chilling,Bedroom,1,0,
24 August 2025 3:00:00 PM,3:00:00 PM,24-08-2025 15:00,5,Tired,Cloudy,Chilling,Bedroom,1,0,
24 August 2025 4:00:00 PM,4:00:00 PM,24-08-2025 16:00,5,Tired,Gloomy,Gaming,Gaming Room,1,0,
24 August 2025 5:00:00 PM,5:00:00 PM,24-08-2025 17:00,6,Tired,Cloudy,Chilling,Bedroom,1,0,
24 August 2025 6:00:00 PM,6:00:00 PM,24-08-2025 18:00,6,Tired,Cloudy,Reading,Dining Room,1,0,
24 August 2025 7:00:00 PM,7:00:00 PM,24-08-2025 19:00,7,Tired,Cloudy,"Reading, Chilling",Dining Room,1,0,
24 August 2025 8:00:00 PM,8:00:00 PM,24-08-2025 20:00,7,Tired,Cloudy,Dinner,Dining Room,1,0,
24 August 2025 9:00:00 PM,9:00:00 PM,24-08-2025 21:00,7,Tired,Cloudy,Chilling,Bedroom,1,0,
24 August 2025 10:00:00 PM,10:00:00 PM,24-08-2025 22:00,7,Tired,Cloudy,Movie,Bedroom,1,0,
24 August 2025 11:00:00 PM,11:00:00 PM,24-08-2025 23:00,7,Tired,Cloudy,Movie,Bedroom,1,0,
25 August 2025 9:00:00 AM,9:00:00 AM,25-08-2025 09:00,,,,,,1,0,
25 August 2025 10:00:00 AM,10:00:00 AM,25-08-2025 10:00,4,Tired,Sunny,Chilling,Bedroom,1,0,
25 August 2025 11:00:00 AM,11:00:00 AM,25-08-2025 11:00,4,Tired,Sunny,Breakfast,Dining Room,1,0,
25 August 2025 12:00:00 PM,12:00:00 PM,25-08-2025 12:00,4,Tired,Sunny,Shower,Bathroom,1,0,
25 August 2025 1:00:00 PM,1:00:00 PM,25-08-2025 13:00,5,Tired,Sunny,Chilling,Bedroom,1,0,
25 August 2025 2:00:00 PM,2:00:00 PM,25-08-2025 14:00,6,Tired,Sunny,Travel,Tfl,1,0,
25 August 2025 3:00:00 PM,3:00:00 PM,25-08-2025 15:00,8,Excited,Sunny,Museum,South Kensington,1,0,
25 August 2025 4:00:00 PM,4:00:00 PM,25-08-2025 16:00,7,Happy,Sunny,Museum,South Kensington,1,0,
25 August 2025 5:00:00 PM,5:00:00 PM,25-08-2025 17:00,4,Tired,Sunny,Walk,London,1,0,
25 August 2025 6:00:00 PM,6:00:00 PM,25-08-2025 18:00,4,Tired,Sunny,Travel,Tfl,1,0,
25 August 2025 7:00:00 PM,7:00:00 PM,25-08-2025 19:00,6,Tired,Sunny,Chilling,Bedroom,1,0,
25 August 2025 8:00:00 PM,8:00:00 PM,25-08-2025 20:00,6,Fulfilled,Clear Skies,Chilling,Bedroom,1,0,
25 August 2025 9:00:00 PM,9:00:00 PM,25-08-2025 21:00,6,Fulfilled,Clear Skies,Chilling,Bedroom,1,0,
25 August 2025 10:00:00 PM,10:00:00 PM,25-08-2025 22:00,6,Fulfilled,Clear Skies,Chilling,Bedroom,1,0,
25 August 2025 11:00:00 PM,11:00:00 PM,25-08-2025 23:00,4,Happy,Clear Skies,Gaming,Gaming Room,1,0,
26 August 2025 9:00:00 AM,9:00:00 AM,26-08-2025 09:00,4,Tired,"Sunny, Cloudy",Sleep,Bedroom,1,0,
26 August 2025 10:00:00 AM,10:00:00 AM,26-08-2025 10:00,8,Focused,"Sunny, Cloudy",Work,Office Space,1,1,
26 August 2025 11:00:00 AM,11:00:00 AM,26-08-2025 11:00,7,Energised,"Sunny, Cloudy",Work,Office Space,1,1,
26 August 2025 12:00:00 PM,12:00:00 PM,26-08-2025 12:00,8,Energised,Cloudy,Lunch,Dining Room,1,0,
26 August 2025 1:00:00 PM,1:00:00 PM,26-08-2025 13:00,8,Focused,Cloudy,Work,Office Space,1,1,
26 August 2025 2:00:00 PM,2:00:00 PM,26-08-2025 14:00,8,Focused,Cloudy,Work,Office Space,1,1,
26 August 2025 3:00:00 PM,3:00:00 PM,26-08-2025 15:00,7,Energised,Sunny,"Work, Gaming",Office Space,5,1,
26 August 2025 4:00:00 PM,4:00:00 PM,26-08-2025 16:00,7,Energised,Cloudy,"Work, Gaming",Office Space,5,1,
26 August 2025 5:00:00 PM,5:00:00 PM,26-08-2025 17:00,8,Energised,Cloudy,Gaming,Gaming Room,1,0,
26 August 2025 6:00:00 PM,6:00:00 PM,26-08-2025 18:00,8,Energised,Cloudy,Gaming,Gaming Room,1,0,
26 August 2025 7:00:00 PM,7:00:00 PM,26-08-2025 19:00,8,Happy,Cloudy,"Dinner, Gaming",Gaming Room,1,0,
26 August 2025 8:00:00 PM,8:00:00 PM,26-08-2025 20:00,7,Happy,Cloudy,"Gaming, YouTube",Gaming Room,1,0,
26 August 2025 9:00:00 PM,9:00:00 PM,26-08-2025 21:00,7,Happy,Cloudy,YouTube,Bedroom,1,0,
26 August 2025 10:00:00 PM,10:00:00 PM,26-08-2025 22:00,7,Happy,Cloudy,YouTube,Bedroom,1,0,
26 August 2025 11:00:00 PM,11:00:00 PM,26-08-2025 23:00,6,Happy,Cloudy,Reading,Bedroom,1,1,
27 August 2025 9:00:00 AM,9:00:00 AM,27-08-2025 09:00,7,Tired,Cloudy,Sleep,Bedroom,1,0,
27 August 2025 10:00:00 AM,10:00:00 AM,27-08-2025 10:00,8,Energised,Cloudy,Chilling,Office Space,10,0,
27 August 2025 11:00:00 AM,11:00:00 AM,27-08-2025 11:00,8,Energised,Cloudy,Chilling,Office Space,8,1,
27 August 2025 12:00:00 PM,12:00:00 PM,27-08-2025 12:00,6,Excited,Cloudy,Lunch,Dining Room,1,0,
27 August 2025 1:00:00 PM,1:00:00 PM,27-08-2025 13:00,6,Bored,Cloudy,"Shower, Plan",Office Space,3,2,
27 August 2025 2:00:00 PM,2:00:00 PM,27-08-2025 14:00,8,Energised,Cloudy,Work,Office Space,1,1,
27 August 2025 3:00:00 PM,3:00:00 PM,27-08-2025 15:00,,,,,,,,
27 August 2025 4:00:00 PM,4:00:00 PM,27-08-2025 16:00,,,,,,,,
27 August 2025 5:00:00 PM,5:00:00 PM,27-08-2025 17:00,,,,,,,,
27 August 2025 6:00:00 PM,6:00:00 PM,27-08-2025 18:00,,,,,,,,
27 August 2025 7:00:00 PM,7:00:00 PM,27-08-2025 19:00,,,,,,,,
27 August 2025 8:00:00 PM,8:00:00 PM,27-08-2025 20:00,,,,,,,,
27 August 2025 9:00:00 PM,9:00:00 PM,27-08-2025 21:00,,,,,,,,
27 August 2025 10:00:00 PM,10:00:00 PM,27-08-2025 22:00,,,,,,,,
27 August 2025 11:00:00 PM,11:00:00 PM,27-08-2025 23:00,,,,,,,,
28 August 2025 9:00:00 AM,9:00:00 AM,28-08-2025 09:00,,,,,,,,
28 August 2025 10:00:00 AM,10:00:00 AM,28-08-2025 10:00,,,,,,,,
28 August 2025 11:00:00 AM,11:00:00 AM,28-08-2025 11:00,,,,,,,,
28 August 2025 12:00:00 PM,12:00:00 PM,28-08-2025 12:00,,,,,,,,
28 August 2025 1:00:00 PM,1:00:00 PM,28-08-2025 13:00,,,,,,,,
28 August 2025 2:00:00 PM,2:00:00 PM,28-08-2025 14:00,,,,,,,,
28 August 2025 3:00:00 PM,3:00:00 PM,28-08-2025 15:00,,,,,,,,
28 August 2025 4:00:00 PM,4:00:00 PM,28-08-2025 16:00,,,,,,,,
28 August 2025 5:00:00 PM,5:00:00 PM,28-08-2025 17:00,,,,,,,,
28 August 2025 6:00:00 PM,6:00:00 PM,28-08-2025 18:00,,,,,,,,
28 August 2025 7:00:00 PM,7:00:00 PM,28-08-2025 19:00,,,,,,,,
28 August 2025 8:00:00 PM,8:00:00 PM,28-08-2025 20:00,,,,,,,,
28 August 2025 9:00:00 PM,9:00:00 PM,28-08-2025 21:00,,,,,,,,
28 August 2025 10:00:00 PM,10:00:00 PM,28-08-2025 22:00,,,,,,,,
28 August 2025 11:00:00 PM,11:00:00 PM,28-08-2025 23:00,,,,,,,,
29 August 2025 9:00:00 AM,9:00:00 AM,29-08-2025 09:00,,,,,,,,
29 August 2025 10:00:00 AM,10:00:00 AM,29-08-2025 10:00,,,,,,,,
29 August 2025 11:00:00 AM,11:00:00 AM,29-08-2025 11:00,,,,,,,,
29 August 2025 12:00:00 PM,12:00:00 PM,29-08-2025 12:00,,,,,,,,
29 August 2025 1:00:00 PM,1:00:00 PM,29-08-2025 13:00,,,,,,,,
29 August 2025 2:00:00 PM,2:00:00 PM,29-08-2025 14:00,,,,,,,,
29 August 2025 3:00:00 PM,3:00:00 PM,29-08-2025 15:00,,,,,,,,
29 August 2025 4:00:00 PM,4:00:00 PM,29-08-2025 16:00,,,,,,,,
29 August 2025 5:00:00 PM,5:00:00 PM,29-08-2025 17:00,,,,,,,,
29 August 2025 6:00:00 PM,6:00:00 PM,29-08-2025 18:00,,,,,,,,
29 August 2025 7:00:00 PM,7:00:00 PM,29-08-2025 19:00,,,,,,,,
29 August 2025 8:00:00 PM,8:00:00 PM,29-08-2025 20:00,,,,,,,,
29 August 2025 9:00:00 PM,9:00:00 PM,29-08-2025 21:00,,,,,,,,
29 August 2025 10:00:00 PM,10:00:00 PM,29-08-2025 22:00,,,,,,,,
29 August 2025 11:00:00 PM,11:00:00 PM,29-08-2025 23:00,,,,,,,,
30 August 2025 9:00:00 AM,9:00:00 AM,30-08-2025 09:00,,,,,,,,
30 August 2025 10:00:00 AM,10:00:00 AM,30-08-2025 10:00,,,,,,,,
30 August 2025 11:00:00 AM,11:00:00 AM,30-08-2025 11:00,,,,,,,,
30 August 2025 12:00:00 PM,12:00:00 PM,30-08-2025 12:00,,,,,,,,
30 August 2025 1:00:00 PM,1:00:00 PM,30-08-2025 13:00,,,,,,,,
30 August 2025 2:00:00 PM,2:00:00 PM,30-08-2025 14:00,,,,,,,,
30 August 2025 3:00:00 PM,3:00:00 PM,30-08-2025 15:00,,,,,,,,
30 August 2025 4:00:00 PM,4:00:00 PM,30-08-2025 16:00,,,,,,,,
30 August 2025 5:00:00 PM,5:00:00 PM,30-08-2025 17:00,,,,,,,,
30 August 2025 6:00:00 PM,6:00:00 PM,30-08-2025 18:00,,,,,,,,
30 August 2025 7:00:00 PM,7:00:00 PM,30-08-2025 19:00,,,,,,,,
30 August 2025 8:00:00 PM,8:00:00 PM,30-08-2025 20:00,,,,,,,,
30 August 2025 9:00:00 PM,9:00:00 PM,30-08-2025 21:00,,,,,,,,
30 August 2025 10:00:00 PM,10:00:00 PM,30-08-2025 22:00,,,,,,,,
30 August 2025 11:00:00 PM,11:00:00 PM,30-08-2025 23:00,,,,,,,,
31 August 2025 9:00:00 AM,9:00:00 AM,31-08-2025 09:00,,,,,,,,
31 August 2025 10:00:00 AM,10:00:00 AM,31-08-2025 10:00,,,,,,,,
31 August 2025 11:00:00 AM,11:00:00 AM,31-08-2025 11:00,,,,,,,,
31 August 2025 12:00:00 PM,12:00:00 PM,31-08-2025 12:00,,,,,,,,
31 August 2025 1:00:00 PM,1:00:00 PM,31-08-2025 13:00,,,,,,,,
31 August 2025 2:00:00 PM,2:00:00 PM,31-08-2025 14:00,,,,,,,,
31 August 2025 3:00:00 PM,3:00:00 PM,31-08-2025 15:00,,,,,,,,
31 August 2025 4:00:00 PM,4:00:00 PM,31-08-2025 16:00,,,,,,,,
31 August 2025 5:00:00 PM,5:00:00 PM,31-08-2025 17:00,,,,,,,,
31 August 2025 6:00:00 PM,6:00:00 PM,31-08-2025 18:00,,,,,,,,
31 August 2025 7:00:00 PM,7:00:00 PM,31-08-2025 19:00,,,,,,,,
31 August 2025 8:00:00 PM,8:00:00 PM,31-08-2025 20:00,,,,,,,,
31 August 2025 9:00:00 PM,9:00:00 PM,31-08-2025 21:00,,,,,,,,
31 August 2025 10:00:00 PM,10:00:00 PM,31-08-2025 22:00,,,,,,,,
31 August 2025 11:00:00 PM,11:00:00 PM,31-08-2025 23:00,,,,,,,,
01 September 2025 9:00:00 AM,9:00:00 AM,01-09-2025 09:00,,,,,,,,
01 September 2025 10:00:00 AM,10:00:00 AM,01-09-2025 10:00,,,,,,,,
01 September 2025 11:00:00 AM,11:00:00 AM,01-09-2025 11:00,,,,,,,,
01 September 2025 12:00:00 PM,12:00:00 PM,01-09-2025 12:00,,,,,,,,
01 September 2025 1:00:00 PM,1:00:00 PM,01-09-2025 13:00,,,,,,,,
01 September 2025 2:00:00 PM,2:00:00 PM,01-09-2025 14:00,,,,,,,,
01 September 2025 3:00:00 PM,3:00:00 PM,01-09-2025 15:00,,,,,,,,
01 September 2025 4:00:00 PM,4:00:00 PM,01-09-2025 16:00,,,,,,,,
01 September 2025 5:00:00 PM,5:00:00 PM,01-09-2025 17:00,,,,,,,,
01 September 2025 6:00:00 PM,6:00:00 PM,01-09-2025 18:00,,,,,,,,
01 September 2025 7:00:00 PM,7:00:00 PM,01-09-2025 19:00,,,,,,,,
01 September 2025 8:00:00 PM,8:00:00 PM,01-09-2025 20:00,,,,,,,,
01 September 2025 9:00:00 PM,9:00:00 PM,01-09-2025 21:00,,,,,,,,
01 September 2025 10:00:00 PM,10:00:00 PM,01-09-2025 22:00,,,,,,,,
01 September 2025 11:00:00 PM,11:00:00 PM,01-09-2025 23:00,,,,,,,,
02 September 2025 9:00:00 AM,9:00:00 AM,02-09-2025 09:00,,,,,,,,
02 September 2025 10:00:00 AM,10:00:00 AM,02-09-2025 10:00,,,,,,,,
02 September 2025 11:00:00 AM,11:00:00 AM,02-09-2025 11:00,,,,,,,,
02 September 2025 12:00:00 PM,12:00:00 PM,02-09-2025 12:00,,,,,,,,
02 September 2025 1:00:00 PM,1:00:00 PM,02-09-2025 13:00,,,,,,,,
02 September 2025 2:00:00 PM,2:00:00 PM,02-09-2025 14:00,,,,,,,,
02 September 2025 3:00:00 PM,3:00:00 PM,02-09-2025 15:00,,,,,,,,
02 September 2025 4:00:00 PM,4:00:00 PM,02-09-2025 16:00,,,,,,,,
02 September 2025 5:00:00 PM,5:00:00 PM,02-09-2025 17:00,,,,,,,,
02 September 2025 6:00:00 PM,6:00:00 PM,02-09-2025 18:00,,,,,,,,
02 September 2025 7:00:00 PM,7:00:00 PM,02-09-2025 19:00,,,,,,,,
02 September 2025 8:00:00 PM,8:00:00 PM,02-09-2025 20:00,,,,,,,,
02 September 2025 9:00:00 PM,9:00:00 PM,02-09-2025 21:00,,,,,,,,
02 September 2025 10:00:00 PM,10:00:00 PM,02-09-2025 22:00,,,,,,,,
02 September 2025 11:00:00 PM,11:00:00 PM,02-09-2025 23:00,,,,,,,,
03 September 2025 9:00:00 AM,9:00:00 AM,03-09-2025 09:00,,,,,,,,
03 September 2025 10:00:00 AM,10:00:00 AM,03-09-2025 10:00,,,,,,,,
03 September 2025 11:00:00 AM,11:00:00 AM,03-09-2025 11:00,,,,,,,,
03 September 2025 12:00:00 PM,12:00:00 PM,03-09-2025 12:00,,,,,,,,
03 September 2025 1:00:00 PM,1:00:00 PM,03-09-2025 13:00,,,,,,,,
03 September 2025 2:00:00 PM,2:00:00 PM,03-09-2025 14:00,,,,,,,,
03 September 2025 3:00:00 PM,3:00:00 PM,03-09-2025 15:00,,,,,,,,
03 September 2025 4:00:00 PM,4:00:00 PM,03-09-2025 16:00,,,,,,,,
03 September 2025 5:00:00 PM,5:00:00 PM,03-09-2025 17:00,,,,,,,,
03 September 2025 6:00:00 PM,6:00:00 PM,03-09-2025 18:00,,,,,,,,
03 September 2025 7:00:00 PM,7:00:00 PM,03-09-2025 19:00,,,,,,,,
03 September 2025 8:00:00 PM,8:00:00 PM,03-09-2025 20:00,,,,,,,,
03 September 2025 9:00:00 PM,9:00:00 PM,03-09-2025 21:00,,,,,,,,
03 September 2025 10:00:00 PM,10:00:00 PM,03-09-2025 22:00,,,,,,,,
03 September 2025 11:00:00 PM,11:00:00 PM,03-09-2025 23:00,,,,,,,,
04 September 2025 9:00:00 AM,9:00:00 AM,04-09-2025 09:00,,,,,,,,
04 September 2025 10:00:00 AM,10:00:00 AM,04-09-2025 10:00,,,,,,,,
04 September 2025 11:00:00 AM,11:00:00 AM,04-09-2025 11:00,,,,,,,,
04 September 2025 12:00:00 PM,12:00:00 PM,04-09-2025 12:00,,,,,,,,
04 September 2025 1:00:00 PM,1:00:00 PM,04-09-2025 13:00,,,,,,,,
04 September 2025 2:00:00 PM,2:00:00 PM,04-09-2025 14:00,,,,,,,,
04 September 2025 3:00:00 PM,3:00:00 PM,04-09-2025 15:00,,,,,,,,
04 September 2025 4:00:00 PM,4:00:00 PM,04-09-2025 16:00,,,,,,,,
04 September 2025 5:00:00 PM,5:00:00 PM,04-09-2025 17:00,,,,,,,,
04 September 2025 6:00:00 PM,6:00:00 PM,04-09-2025 18:00,,,,,,,,
04 September 2025 7:00:00 PM,7:00:00 PM,04-09-2025 19:00,,,,,,,,
04 September 2025 8:00:00 PM,8:00:00 PM,04-09-2025 20:00,,,,,,,,
04 September 2025 9:00:00 PM,9:00:00 PM,04-09-2025 21:00,,,,,,,,
04 September 2025 10:00:00 PM,10:00:00 PM,04-09-2025 22:00,,,,,,,,
04 September 2025 11:00:00 PM,11:00:00 PM,04-09-2025 23:00,,,,,,,,
05 September 2025 9:00:00 AM,9:00:00 AM,05-09-2025 09:00,,,,,,,,
05 September 2025 10:00:00 AM,10:00:00 AM,05-09-2025 10:00,,,,,,,,
05 September 2025 11:00:00 AM,11:00:00 AM,05-09-2025 11:00,,,,,,,,
05 September 2025 12:00:00 PM,12:00:00 PM,05-09-2025 12:00,,,,,,,,
05 September 2025 1:00:00 PM,1:00:00 PM,05-09-2025 13:00,,,,,,,,
05 September 2025 2:00:00 PM,2:00:00 PM,05-09-2025 14:00,,,,,,,,
05 September 2025 3:00:00 PM,3:00:00 PM,05-09-2025 15:00,,,,,,,,
05 September 2025 4:00:00 PM,4:00:00 PM,05-09-2025 16:00,,,,,,,,
05 September 2025 5:00:00 PM,5:00:00 PM,05-09-2025 17:00,,,,,,,,
05 September 2025 6:00:00 PM,6:00:00 PM,05-09-2025 18:00,,,,,,,,
05 September 2025 7:00:00 PM,7:00:00 PM,05-09-2025 19:00,,,,,,,,
05 September 2025 8:00:00 PM,8:00:00 PM,05-09-2025 20:00,,,,,,,,
05 September 2025 9:00:00 PM,9:00:00 PM,05-09-2025 21:00,,,,,,,,
05 September 2025 10:00:00 PM,10:00:00 PM,05-09-2025 22:00,,,,,,,,
05 September 2025 11:00:00 PM,11:00:00 PM,05-09-2025 23:00,,,,,,,,
06 September 2025 9:00:00 AM,9:00:00 AM,06-09-2025 09:00,,,,,,,,
06 September 2025 10:00:00 AM,10:00:00 AM,06-09-2025 10:00,,,,,,,,
06 September 2025 11:00:00 AM,11:00:00 AM,06-09-2025 11:00,,,,,,,,
06 September 2025 12:00:00 PM,12:00:00 PM,06-09-2025 12:00,,,,,,,,
06 September 2025 1:00:00 PM,1:00:00 PM,06-09-2025 13:00,,,,,,,,
06 September 2025 2:00:00 PM,2:00:00 PM,06-09-2025 14:00,,,,,,,,
06 September 2025 3:00:00 PM,3:00:00 PM,06-09-2025 15:00,,,,,,,,
06 September 2025 4:00:00 PM,4:00:00 PM,06-09-2025 16:00,,,,,,,,
06 September 2025 5:00:00 PM,5:00:00 PM,06-09-2025 17:00,,,,,,,,
