Date,Time,DateTime,Energy_level,Mood,Current_Activity,Location,Procrastination_Score,Num_Productive_tasks,Notes
"Friday, August 22, 2025",4:00:00 PM,22-08-2025 16:00,9,Focused,Work,Office Space,1,1,
"Friday, August 22, 2025",5:00:00 PM,22-08-2025 17:00,8,Happy,"Work, Gaming",Office Space,5,1,
"Friday, August 22, 2025",6:00:00 PM,22-08-2025 18:00,7,Happy,Gaming,Gaming Room,0,0,
"Friday, August 22, 2025",7:00:00 PM,22-08-2025 19:00,8,Happy,Dinner,Dining Room,0,0,
"Friday, August 22, 2025",8:00:00 PM,22-08-2025 20:00,8,Happy,TV,Bedroom,0,0,
"Friday, August 22, 2025",9:00:00 PM,22-08-2025 21:00,6,Happy,TV,Bedroom,0,0,
"Friday, August 22, 2025",10:00:00 PM,22-08-2025 22:00,6,Happy,TV,Bedroom,0,0,
"Friday, August 22, 2025",11:00:00 PM,22-08-2025 23:00,6,Happy,TV,Bedroom,0,0,
"Saturday, August 23, 2025",9:00:00 AM,23-08-2025 09:00,,,,,,,
"Saturday, August 23, 2025",10:00:00 AM,23-08-2025 10:00,8,Happy,Sleep,Bedroom,0,0,
"Saturday, August 23, 2025",11:00:00 AM,23-08-2025 11:00,8,Happy,Chilling,Bedroom,0,0,
"Saturday, August 23, 2025",12:00:00 PM,23-08-2025 12:00,8,Tired,Lunch,Dining Room,0,0,
"Saturday, August 23, 2025",1:00:00 PM,23-08-2025 13:00,6,Angry,Chilling,Sitting Room,0,0,
"Saturday, August 23, 2025",2:00:00 PM,23-08-2025 14:00,6,Frustrated,Chilling,Bedroom,0,0,
"Saturday, August 23, 2025",3:00:00 PM,23-08-2025 15:00,8,Happy,Gaming,Gaming Room,0,0,
"Saturday, August 23, 2025",4:00:00 PM,23-08-2025 16:00,8,Happy,Chilling,Dagenham Bowl,0,0,
"Saturday, August 23, 2025",5:00:00 PM,23-08-2025 17:00,8,Happy,Chilling,Dagenham Bowl,0,0,
"Saturday, August 23, 2025",6:00:00 PM,23-08-2025 18:00,6,Happy,Food,Wingstop,0,0,
"Saturday, August 23, 2025",7:00:00 PM,23-08-2025 19:00,6,Happy,TV,Bedroom,0,0,
"Saturday, August 23, 2025",8:00:00 PM,23-08-2025 20:00,6,Happy,TV,Bedroom,0,0,
"Saturday, August 23, 2025",9:00:00 PM,23-08-2025 21:00,7,Happy,TV,Bedroom,0,0,
"Saturday, August 23, 2025",10:00:00 PM,23-08-2025 22:00,7,Happy,TV,Bedroom,0,0,
"Saturday, August 23, 2025",11:00:00 PM,23-08-2025 23:00,7,Happy,TV,Bedroom,0,0,
"Sunday, August 24, 2025",9:00:00 AM,24-08-2025 09:00,,,,,,,
"Sunday, August 24, 2025",10:00:00 AM,24-08-2025 10:00,,,,,,,
"Sunday, August 24, 2025",11:00:00 AM,24-08-2025 11:00,4,Tired,Sleep,Bedroom,0,0,
"Sunday, August 24, 2025",12:00:00 PM,24-08-2025 12:00,7,Excited,Chilling,Bedroom,0,0,
"Sunday, August 24, 2025",1:00:00 PM,24-08-2025 13:00,4,Tired,Lunch,Dining Room,0,0,
"Sunday, August 24, 2025",2:00:00 PM,24-08-2025 14:00,5,Tired,Chilling,Bedroom,0,0,
"Sunday, August 24, 2025",3:00:00 PM,24-08-2025 15:00,5,Tired,Chilling,Bedroom,0,0,
"Sunday, August 24, 2025",4:00:00 PM,24-08-2025 16:00,5,Tired,Gaming,Gaming Room,0,0,
"Sunday, August 24, 2025",5:00:00 PM,24-08-2025 17:00,6,Tired,Chilling,Bedroom,0,0,
"Sunday, August 24, 2025",6:00:00 PM,24-08-2025 18:00,6,Tired,Reading,Dining Room,0,0,
"Sunday, August 24, 2025",7:00:00 PM,24-08-2025 19:00,7,Tired,"Reading, Chilling",Dining Room,0,0,
"Sunday, August 24, 2025",8:00:00 PM,24-08-2025 20:00,7,Tired,Dinner,Dining Room,0,0,
"Sunday, August 24, 2025",9:00:00 PM,24-08-2025 21:00,7,Tired,Chilling,Bedroom,0,0,
"Sunday, August 24, 2025",10:00:00 PM,24-08-2025 22:00,7,Tired,Movie,Bedroom,0,0,
"Sunday, August 24, 2025",11:00:00 PM,24-08-2025 23:00,7,Tired,Movie,Bedroom,0,0,
"Monday, August 25, 2025",9:00:00 AM,25-08-2025 09:00,,,,,,0,
"Monday, August 25, 2025",10:00:00 AM,25-08-2025 10:00,4,Tired,Chilling,Bedroom,0,0,
"Monday, August 25, 2025",11:00:00 AM,25-08-2025 11:00,4,Tired,Breakfast,Dining Room,0,0,
"Monday, August 25, 2025",12:00:00 PM,25-08-2025 12:00,4,Tired,Shower,Bathroom,0,0,
"Monday, August 25, 2025",1:00:00 PM,25-08-2025 13:00,5,Tired,Chilling,Bedroom,0,0,
"Monday, August 25, 2025",2:00:00 PM,25-08-2025 14:00,6,Tired,Travel,Tfl,0,0,
"Monday, August 25, 2025",3:00:00 PM,25-08-2025 15:00,8,Excited,Museum,South Kensington,0,0,
"Monday, August 25, 2025",4:00:00 PM,25-08-2025 16:00,7,Happy,Museum,South Kensington,0,0,
"Monday, August 25, 2025",5:00:00 PM,25-08-2025 17:00,4,Tired,Walk,London,0,0,
"Monday, August 25, 2025",6:00:00 PM,25-08-2025 18:00,4,Tired,Travel,Tfl,0,0,
"Monday, August 25, 2025",7:00:00 PM,25-08-2025 19:00,6,Tired,Chilling,Bedroom,0,0,
"Monday, August 25, 2025",8:00:00 PM,25-08-2025 20:00,6,Fulfilled,Chilling,Bedroom,0,0,
"Monday, August 25, 2025",9:00:00 PM,25-08-2025 21:00,6,Fulfilled,Chilling,Bedroom,0,0,
"Monday, August 25, 2025",10:00:00 PM,25-08-2025 22:00,6,Fulfilled,Chilling,Bedroom,0,0,
"Monday, August 25, 2025",11:00:00 PM,25-08-2025 23:00,4,Happy,Gaming,Gaming Room,0,0,
"Tuesday, August 26, 2025",9:00:00 AM,26-08-2025 09:00,4,Tired,Sleep,Bedroom,0,0,
"Tuesday, August 26, 2025",10:00:00 AM,26-08-2025 10:00,8,Focused,Work,Office Space,1,1,
"Tuesday, August 26, 2025",11:00:00 AM,26-08-2025 11:00,7,Energised,Work,Office Space,1,1,
"Tuesday, August 26, 2025",12:00:00 PM,26-08-2025 12:00,8,Energised,Lunch,Dining Room,0,0,
"Tuesday, August 26, 2025",1:00:00 PM,26-08-2025 13:00,8,Focused,Work,Office Space,1,1,
"Tuesday, August 26, 2025",2:00:00 PM,26-08-2025 14:00,8,Focused,Work,Office Space,1,1,
"Tuesday, August 26, 2025",3:00:00 PM,26-08-2025 15:00,7,Energised,"Work, Gaming",Office Space,5,1,
"Tuesday, August 26, 2025",4:00:00 PM,26-08-2025 16:00,7,Energised,"Work, Gaming",Office Space,5,1,
"Tuesday, August 26, 2025",5:00:00 PM,26-08-2025 17:00,8,Energised,Gaming,Gaming Room,0,0,
"Tuesday, August 26, 2025",6:00:00 PM,26-08-2025 18:00,8,Energised,Gaming,Gaming Room,0,0,
"Tuesday, August 26, 2025",7:00:00 PM,26-08-2025 19:00,8,Happy,"Dinner, Gaming",Gaming Room,0,0,
"Tuesday, August 26, 2025",8:00:00 PM,26-08-2025 20:00,7,Happy,"Gaming, YouTube",Gaming Room,0,0,
"Tuesday, August 26, 2025",9:00:00 PM,26-08-2025 21:00,7,Happy,YouTube,Bedroom,0,0,
"Tuesday, August 26, 2025",10:00:00 PM,26-08-2025 22:00,7,Happy,YouTube,Bedroom,0,0,
"Tuesday, August 26, 2025",11:00:00 PM,26-08-2025 23:00,6,Happy,Reading,Bedroom,0,1,
"Wednesday, August 27, 2025",9:00:00 AM,27-08-2025 09:00,7,Tired,Sleep,Bedroom,0,0,
"Wednesday, August 27, 2025",10:00:00 AM,27-08-2025 10:00,8,Energised,Chilling,Office Space,10,0,
"Wednesday, August 27, 2025",11:00:00 AM,27-08-2025 11:00,8,Energised,Chilling,Office Space,8,1,
"Wednesday, August 27, 2025",12:00:00 PM,27-08-2025 12:00,6,Excited,Lunch,Dining Room,0,0,
"Wednesday, August 27, 2025",1:00:00 PM,27-08-2025 13:00,6,Bored,"Shower, Plan",Office Space,3,2,
"Wednesday, August 27, 2025",2:00:00 PM,27-08-2025 14:00,8,Energised,Work,Office Space,1,1,
"Wednesday, August 27, 2025",3:00:00 PM,27-08-2025 15:00,8,"Focused, Energised",Work,Office Space,1,1,
"Wednesday, August 27, 2025",4:00:00 PM,27-08-2025 16:00,7,"Focused, Happy",Work,Office Space,5,2,
"Wednesday, August 27, 2025",5:00:00 PM,27-08-2025 17:00,8,Fulfilled,TV,Bedroom,0,0,
"Wednesday, August 27, 2025",6:00:00 PM,27-08-2025 18:00,7,Happy,TV,Bedroom,0,0,
"Wednesday, August 27, 2025",7:00:00 PM,27-08-2025 19:00,8,Hangry,"Prayer, Dinner","Mosque, Dining Room",0,0,
"Wednesday, August 27, 2025",8:00:00 PM,27-08-2025 20:00,8,Fulfilled,Walk,Outdoors,0,0,
"Wednesday, August 27, 2025",9:00:00 PM,27-08-2025 21:00,8,Happy,TV,Bedroom,0,0,
"Wednesday, August 27, 2025",10:00:00 PM,27-08-2025 22:00,7,Happy,TV,Bedroom,0,0,
"Wednesday, August 27, 2025",11:00:00 PM,27-08-2025 23:00,6,Happy,TV,Bedroom,0,0,
"Thursday, August 28, 2025",9:00:00 AM,28-08-2025 09:00,7,Tired,Sleep,Bedroom,0,0,
"Thursday, August 28, 2025",10:00:00 AM,28-08-2025 10:00,7,Happy,Chilling,Bedroom,8,0,
"Thursday, August 28, 2025",11:00:00 AM,28-08-2025 11:00,8,Happy,"Chilling, Breakfast","Bedroom, Dining Room",5,0,
"Thursday, August 28, 2025",12:00:00 PM,28-08-2025 12:00,,,,,,,
"Thursday, August 28, 2025",1:00:00 PM,28-08-2025 13:00,,,,,,,
"Thursday, August 28, 2025",2:00:00 PM,28-08-2025 14:00,,,,,,,
"Thursday, August 28, 2025",3:00:00 PM,28-08-2025 15:00,,,,,,,
"Thursday, August 28, 2025",4:00:00 PM,28-08-2025 16:00,,,,,,,
"Thursday, August 28, 2025",5:00:00 PM,28-08-2025 17:00,,,,,,,
"Thursday, August 28, 2025",6:00:00 PM,28-08-2025 18:00,,,,,,,
"Thursday, August 28, 2025",7:00:00 PM,28-08-2025 19:00,,,,,,,
"Thursday, August 28, 2025",8:00:00 PM,28-08-2025 20:00,,,,,,,
"Thursday, August 28, 2025",9:00:00 PM,28-08-2025 21:00,,,,,,,
"Thursday, August 28, 2025",10:00:00 PM,28-08-2025 22:00,,,,,,,
"Thursday, August 28, 2025",11:00:00 PM,28-08-2025 23:00,,,,,,,
"Friday, August 29, 2025",9:00:00 AM,29-08-2025 09:00,4,Tired,Sleep,Bedroom,0,0,
"Friday, August 29, 2025",10:00:00 AM,29-08-2025 10:00,6,Tired,Chilling,Bedroom,5,0,
"Friday, August 29, 2025",11:00:00 AM,29-08-2025 11:00,7,Excited,Gaming,Gaming Room,8,0,
"Friday, August 29, 2025",12:00:00 PM,29-08-2025 12:00,8,Fulfilled,Chilling,Bedroom,3,1,
"Friday, August 29, 2025",1:00:00 PM,29-08-2025 13:00,7,Happy,"Lunch, Cleaning","Dining Room, Bedroom",0,2,
"Friday, August 29, 2025",2:00:00 PM,29-08-2025 14:00,6,Fulfilled,"Cleaning, Prayer","Bedroom, Mosque",1,1,
"Friday, August 29, 2025",3:00:00 PM,29-08-2025 15:00,7,Excited,Anime,Bedroom,9,0,
"Friday, August 29, 2025",4:00:00 PM,29-08-2025 16:00,8,Excited,Anime,Bedroom,9,0,
"Friday, August 29, 2025",5:00:00 PM,29-08-2025 17:00,7,Excited,TV,Bedroom,0,0,
"Friday, August 29, 2025",6:00:00 PM,29-08-2025 18:00,7,Excited,TV,Bedroom,0,0,
"Friday, August 29, 2025",7:00:00 PM,29-08-2025 19:00,6,Tired,TV,Bedroom,0,0,
"Friday, August 29, 2025",8:00:00 PM,29-08-2025 20:00,7,Happy,Walk,Outdoors,0,0,
"Friday, August 29, 2025",9:00:00 PM,29-08-2025 21:00,7,Hangry,Dinner,Dining Room,0,0,
"Friday, August 29, 2025",10:00:00 PM,29-08-2025 22:00,8,Frustrated,Scrabble,Bedroom,0,0,
"Friday, August 29, 2025",11:00:00 PM,29-08-2025 23:00,,,,,,,
"Saturday, August 30, 2025",9:00:00 AM,30-08-2025 09:00,,,,,,,
"Saturday, August 30, 2025",10:00:00 AM,30-08-2025 10:00,,,,,,,
"Saturday, August 30, 2025",11:00:00 AM,30-08-2025 11:00,6,Tired,Sleep,Bedroom,0,0,
"Saturday, August 30, 2025",12:00:00 PM,30-08-2025 12:00,6,Tired,Chilling,Bedroom,0,0,
"Saturday, August 30, 2025",1:00:00 PM,30-08-2025 13:00,6,Calm,Breakfast,Dining Room,0,0,
"Saturday, August 30, 2025",2:00:00 PM,30-08-2025 14:00,7,Excited,Chilling,Bedroom,0,0,
"Saturday, August 30, 2025",3:00:00 PM,30-08-2025 15:00,7,Energised,Shopping,Beckton,0,0,
"Saturday, August 30, 2025",4:00:00 PM,30-08-2025 16:00,7,Happy,Shopping,Beckton,0,0,
"Saturday, August 30, 2025",5:00:00 PM,30-08-2025 17:00,7,Happy,Shopping,Beckton,0,0,
"Saturday, August 30, 2025",6:00:00 PM,30-08-2025 18:00,7,Happy,Shopping,Beckton,0,0,
"Saturday, August 30, 2025",7:00:00 PM,30-08-2025 19:00,7,Happy,Shopping,Beckton,0,0,
"Saturday, August 30, 2025",8:00:00 PM,30-08-2025 20:00,7,Tired,Chilling,Bedroom,0,0,
"Saturday, August 30, 2025",9:00:00 PM,30-08-2025 21:00,7,Happy,Chilling,Bedroom,0,0,
"Saturday, August 30, 2025",10:00:00 PM,30-08-2025 22:00,7,Happy,Chilling,Bedroom,0,0,
"Saturday, August 30, 2025",11:00:00 PM,30-08-2025 23:00,4,Happy,Chilling,Bedroom,0,0,
"Sunday, August 31, 2025",9:00:00 AM,31-08-2025 09:00,,,,,,,
"Sunday, August 31, 2025",10:00:00 AM,31-08-2025 10:00,,,,,,,
"Sunday, August 31, 2025",11:00:00 AM,31-08-2025 11:00,6,Tired,Sleep,Bedroom,0,0,
"Sunday, August 31, 2025",12:00:00 PM,31-08-2025 12:00,8,Fulfilled,Chilling,Bedroom,0,0,
"Sunday, August 31, 2025",1:00:00 PM,31-08-2025 13:00,7,Happy,Breakfast,Dining Room,0,0,
"Sunday, August 31, 2025",2:00:00 PM,31-08-2025 14:00,4,Happy,Chilling,Bedroom,0,0,
"Sunday, August 31, 2025",3:00:00 PM,31-08-2025 15:00,4,Happy,Chilling,Bedroom,0,0,
"Sunday, August 31, 2025",4:00:00 PM,31-08-2025 16:00,4,Happy,Chilling,Bedroom,0,0,
"Sunday, August 31, 2025",5:00:00 PM,31-08-2025 17:00,,,,,,,
"Sunday, August 31, 2025",6:00:00 PM,31-08-2025 18:00,,,,,,,
"Sunday, August 31, 2025",7:00:00 PM,31-08-2025 19:00,,,,,,,
"Sunday, August 31, 2025",8:00:00 PM,31-08-2025 20:00,,,,,,,
"Sunday, August 31, 2025",9:00:00 PM,31-08-2025 21:00,,,,,,,
"Sunday, August 31, 2025",10:00:00 PM,31-08-2025 22:00,,,,,,,
"Sunday, August 31, 2025",11:00:00 PM,31-08-2025 23:00,,,,,,,
"Monday, September 1, 2025",9:00:00 AM,01-09-2025 09:00,7,Energised,Sleep,Bedroom,0,0,
"Monday, September 1, 2025",10:00:00 AM,01-09-2025 10:00,8,Energised,Walk,Outdoors ,1,0,
"Monday, September 1, 2025",11:00:00 AM,01-09-2025 11:00,8,Happy,Chilling,Bedroom,1,0,
"Monday, September 1, 2025",12:00:00 PM,01-09-2025 12:00,8,Happy,Chilling,Bedroom,1,0,
"Monday, September 1, 2025",1:00:00 PM,01-09-2025 13:00,6,Happy,Lunch,Dining Room,0,0,
"Monday, September 1, 2025",2:00:00 PM,01-09-2025 14:00,6,Happy,Anime,Bedroom,1,0,
"Monday, September 1, 2025",3:00:00 PM,01-09-2025 15:00,8,Happy,Career Development ,Office Space,5,1,
"Monday, September 1, 2025",4:00:00 PM,01-09-2025 16:00,6,Happy,Anime,Bedroom,10,0,
"Monday, September 1, 2025",5:00:00 PM,01-09-2025 17:00,7,Tired,Board Games,Bedroom,10,0,
"Monday, September 1, 2025",6:00:00 PM,01-09-2025 18:00,,,,,,,
"Monday, September 1, 2025",7:00:00 PM,01-09-2025 19:00,,,,,,,
"Monday, September 1, 2025",8:00:00 PM,01-09-2025 20:00,,,,,,,
"Monday, September 1, 2025",9:00:00 PM,01-09-2025 21:00,,,,,,,
"Monday, September 1, 2025",10:00:00 PM,01-09-2025 22:00,,,,,,,
"Monday, September 1, 2025",11:00:00 PM,01-09-2025 23:00,5,Tired,Anime,Bedroom,0,0,
"Tuesday, September 2, 2025",9:00:00 AM,02-09-2025 09:00,6,Tired,Sleep,Bedroom,0,0,
"Tuesday, September 2, 2025",10:00:00 AM,02-09-2025 10:00,8,Energised,Cleaning,"Bathroom, Bedroom",1,2,
"Tuesday, September 2, 2025",11:00:00 AM,02-09-2025 11:00,9,Tired,Chilling,Bedroom,8,0,
"Tuesday, September 2, 2025",12:00:00 PM,02-09-2025 12:00,9,Energised,Work,Office Space,1,1,
"Tuesday, September 2, 2025",1:00:00 PM,02-09-2025 13:00,9,Energised,Work,Office Space,1,1,
"Tuesday, September 2, 2025",2:00:00 PM,02-09-2025 14:00,8,Happy,Lunch,Dining Room,0,0,
"Tuesday, September 2, 2025",3:00:00 PM,02-09-2025 15:00,8,Focused,Work,Office Space,1,1,
"Tuesday, September 2, 2025",4:00:00 PM,02-09-2025 16:00,8,Happy,Work,Office Space,1,1,
"Tuesday, September 2, 2025",5:00:00 PM,02-09-2025 17:00,6,Happy,Shower,Bathroom,0,0,
"Tuesday, September 2, 2025",6:00:00 PM,02-09-2025 18:00,7,Excited,Anime,Bedroom,0,0,
"Tuesday, September 2, 2025",7:00:00 PM,02-09-2025 19:00,7,Happy,Anime,Bedroom,0,0,
"Tuesday, September 2, 2025",8:00:00 PM,02-09-2025 20:00,5,Tired,Dinner,Dining Room,0,0,
"Tuesday, September 2, 2025",9:00:00 PM,02-09-2025 21:00,6,Tired,Dessert,Outdoors,0,0,
"Tuesday, September 2, 2025",10:00:00 PM,02-09-2025 22:00,4,Tired,TV,Bedroom,0,0,
"Tuesday, September 2, 2025",11:00:00 PM,02-09-2025 23:00,4,Tired,Winding down,Bedroom,0,0,
"Wednesday, September 3, 2025",9:00:00 AM,03-09-2025 09:00,4,Tired,Sleep,Bedroom,0,0,
"Wednesday, September 3, 2025",10:00:00 AM,03-09-2025 10:00,7,Energised,Planning,Office Space,3,2,Planning day at work and finances
"Wednesday, September 3, 2025",11:00:00 AM,03-09-2025 11:00,8,Energised,Work,Office Space,1,1,
"Wednesday, September 3, 2025",12:00:00 PM,03-09-2025 12:00,5,Happy,Breakfast,Dining room,1,0,
"Wednesday, September 3, 2025",1:00:00 PM,03-09-2025 13:00,5,Happy,Work,Office Space,5,1,
"Wednesday, September 3, 2025",2:00:00 PM,03-09-2025 14:00,7,Happy,Planning,Office Space,4,1,
"Wednesday, September 3, 2025",3:00:00 PM,03-09-2025 15:00,7,Happy,Work,Office Space,4,1,
"Wednesday, September 3, 2025",4:00:00 PM,03-09-2025 16:00,5,Tired,Chilling,Bedroom,1,0,
"Wednesday, September 3, 2025",5:00:00 PM,03-09-2025 17:00,4,Tired,Food,Bedroom,1,0,
"Wednesday, September 3, 2025",6:00:00 PM,03-09-2025 18:00,,,,,,,
"Wednesday, September 3, 2025",7:00:00 PM,03-09-2025 19:00,,,,,,,
"Wednesday, September 3, 2025",8:00:00 PM,03-09-2025 20:00,4,Tired,Chilling,Bedroom,0,0,
"Wednesday, September 3, 2025",9:00:00 PM,03-09-2025 21:00,7,Excited,Movie,Bedroom,0,0,
"Wednesday, September 3, 2025",10:00:00 PM,03-09-2025 22:00,7,Excited,Movie,Bedroom,0,0,
"Wednesday, September 3, 2025",11:00:00 PM,03-09-2025 23:00,4,Tired,Winding Down,Bedroom,0,0,
"Thursday, September 4, 2025",9:00:00 AM,04-09-2025 09:00,3,Tired,Sleep,Bedroom,0,0,
"Thursday, September 4, 2025",10:00:00 AM,04-09-2025 10:00,3,Tired,Chilling,Bedroom,1,0,
"Thursday, September 4, 2025",11:00:00 AM,04-09-2025 11:00,6,Happy,Anime,Bedroom,7,0,
"Thursday, September 4, 2025",12:00:00 PM,04-09-2025 12:00,6,Happy,Breakfast ,Bedroom,1,0,
"Thursday, September 4, 2025",1:00:00 PM,04-09-2025 13:00,5,Happy,Chilling,Office Space,10,0,
"Thursday, September 4, 2025",2:00:00 PM,04-09-2025 14:00,5,Happy,Work,Office Space,5,1,
"Thursday, September 4, 2025",3:00:00 PM,04-09-2025 15:00,5,Focused,Work,Office Space,1,1,
"Thursday, September 4, 2025",4:00:00 PM,04-09-2025 16:00,4,Focused,Work,Office Space,1,1,
"Thursday, September 4, 2025",5:00:00 PM,04-09-2025 17:00,4,"Tired, Frustrated, Focused",Chilling,Bedroom,7,1,
"Thursday, September 4, 2025",6:00:00 PM,04-09-2025 18:00,6,Tired,Chilling,Bedroom,0,0,
"Thursday, September 4, 2025",7:00:00 PM,04-09-2025 19:00,6,Excited,Board games,Bedroom,0,0,
"Thursday, September 4, 2025",8:00:00 PM,04-09-2025 20:00,8,Excited,Cooking,Kitchen,0,0,
"Thursday, September 4, 2025",9:00:00 PM,04-09-2025 21:00,8,Fulfilled,Dinner,Dining Room,0,0,
"Thursday, September 4, 2025",10:00:00 PM,04-09-2025 22:00,4,Fulfilled,Chilling,Bedroom,0,0,
"Thursday, September 4, 2025",11:00:00 PM,04-09-2025 23:00,8,Excited,Movie,Bedroom,0,0,
"Friday, September 5, 2025",9:00:00 AM,05-09-2025 09:00,6,Tired,Sleep,Bedroom,0,0,
"Friday, September 5, 2025",10:00:00 AM,05-09-2025 10:00,8,"Focused, Tired",Work,Office Space,5,1,
"Friday, September 5, 2025",11:00:00 AM,05-09-2025 11:00,7,Energised,Work,Office Space,5,1,
"Friday, September 5, 2025",12:00:00 PM,05-09-2025 12:00,7,Excited,Gaming,Gaming Room,10,0,
"Friday, September 5, 2025",1:00:00 PM,05-09-2025 13:00,8,Excited,Lunch,Dining Room,0,0,
"Friday, September 5, 2025",2:00:00 PM,05-09-2025 14:00,8,Happy,"Prayer, Anime","Mosque, Bedroom",5,1,
"Friday, September 5, 2025",3:00:00 PM,05-09-2025 15:00,8,Excited,"Anime, Walk","Bedroom, Outdoors",5,1,
"Friday, September 5, 2025",4:00:00 PM,05-09-2025 16:00,8,Happy,Walk,Outdoors,1,1,
"Friday, September 5, 2025",5:00:00 PM,05-09-2025 17:00,8,Happy,Chilling,Bedroom,0,0,
"Friday, September 5, 2025",6:00:00 PM,05-09-2025 18:00,7,Happy,Food,Dining Room,0,0,
"Friday, September 5, 2025",7:00:00 PM,05-09-2025 19:00,8,Excited,Movie,Bedroom,0,0,
"Friday, September 5, 2025",8:00:00 PM,05-09-2025 20:00,8,Excited,Movie,Bedroom,0,0,
"Friday, September 5, 2025",9:00:00 PM,05-09-2025 21:00,8,Excited,Movie,Bedroom,0,0,
"Friday, September 5, 2025",10:00:00 PM,05-09-2025 22:00,7,Excited,Movie,Bedroom,0,0,
"Friday, September 5, 2025",11:00:00 PM,05-09-2025 23:00,8,Excited,Movie,Bedroom,0,0,
"Saturday, September 6, 2025",9:00:00 AM,06-09-2025 09:00,,,,,,,
"Saturday, September 6, 2025",10:00:00 AM,06-09-2025 10:00,,,,,,,
"Saturday, September 6, 2025",11:00:00 AM,06-09-2025 11:00,4,Tired,Sleep,Bedroom,0,0,
"Saturday, September 6, 2025",12:00:00 PM,06-09-2025 12:00,7,Excited,Haircut,Hairdresser,0,0,
"Saturday, September 6, 2025",1:00:00 PM,06-09-2025 13:00,8,Excited,Lunch,Dining Room,0,0,
"Saturday, September 6, 2025",2:00:00 PM,06-09-2025 14:00,8,Energised,Chilling,Bedroom,0,0,
"Saturday, September 6, 2025",3:00:00 PM,06-09-2025 15:00,8,Energised,Gaming,Gaming Room,0,0,
"Saturday, September 6, 2025",4:00:00 PM,06-09-2025 16:00,7,Excited,Gaming,Gaming Room,0,0,
"Saturday, September 6, 2025",5:00:00 PM,06-09-2025 17:00,7,Energised,Visiting Family,Uncle Munawwar,0,0,
"Saturday, September 6, 2025",6:00:00 PM,06-09-2025 18:00,8,Energised,Visiting Family,Uncle Munawwar,0,0,
"Saturday, September 6, 2025",7:00:00 PM,06-09-2025 19:00,7,Happy,Visiting Family,Uncle Munawwar,0,0,
"Saturday, September 6, 2025",8:00:00 PM,06-09-2025 20:00,8,Energised,Visiting Family,Uncle Munawwar,0,0,
"Saturday, September 6, 2025",9:00:00 PM,06-09-2025 21:00,,,,,,,
"Saturday, September 6, 2025",10:00:00 PM,06-09-2025 22:00,,,,,,,
"Saturday, September 6, 2025",11:00:00 PM,06-09-2025 23:00,,,,,,,
"Sunday, September 7, 2025",9:00:00 AM,07-09-2025 09:00,,,,,,,
"Sunday, September 7, 2025",10:00:00 AM,07-09-2025 10:00,,,,,,,
"Sunday, September 7, 2025",11:00:00 AM,07-09-2025 11:00,,,,,,,
"Sunday, September 7, 2025",12:00:00 PM,07-09-2025 12:00,8,Energised,Sleep,Bedroom,0,0,
"Sunday, September 7, 2025",1:00:00 PM,07-09-2025 13:00,,,,,,,
"Sunday, September 7, 2025",2:00:00 PM,07-09-2025 14:00,,,,,,,
"Sunday, September 7, 2025",3:00:00 PM,07-09-2025 15:00,8,Energised,Chilling,Bedroom ,0,0,
"Sunday, September 7, 2025",4:00:00 PM,07-09-2025 16:00,,,,,,,
"Sunday, September 7, 2025",5:00:00 PM,07-09-2025 17:00,,,,,,,
"Sunday, September 7, 2025",6:00:00 PM,07-09-2025 18:00,,,,,,,
"Sunday, September 7, 2025",7:00:00 PM,07-09-2025 19:00,,,,,,,
"Sunday, September 7, 2025",8:00:00 PM,07-09-2025 20:00,7,Energised,Gaming,Gaming Room,0,0,
"Sunday, September 7, 2025",9:00:00 PM,07-09-2025 21:00,8,Excited,Board Games,Gaming Room,0,0,
"Sunday, September 7, 2025",10:00:00 PM,07-09-2025 22:00,,,,,,,
"Sunday, September 7, 2025",11:00:00 PM,07-09-2025 23:00,,,,,,,
